brand,model,vehicle_type,initial_battery_capacity_kwh,current_battery_capacity_kwh,battery_health_pct,range_km,top_speed_kmph,odometer_km,warranty_remaining_years,annual_maintenance_cost,Purchase_Year,Current_Year,Purchase_Price_L,Initial_Mileage,Current_Mileage,Initial_Perf,Current_Perf,Resale_Value_L,Value_for_Money_Score
TVS,TVS iQube,Bike,3.4,2.56,75,145,82,98736,0,10386,2017,2025,138865,134,128,8.16,7.57,37602,0.7
Mahindra,Mahindra XUV400,Car,39.4,28.24,71,375,150,103499,1,25114,2018,2025,1891695,369,349,8.74,7.76,554112,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,36.23,92,305,155,39803,6,34553,2023,2025,2294664,300,263,8.84,7.95,1650776,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,37.02,94,305,155,28568,7,23132,2024,2025,2108601,289,260,7.77,6.64,1761363,1.1
Ola,Ola S1 Pro,Bike,4.0,2.54,63,180,95,76603,2,11119,2019,2025,159840,174,159,7.7,6.84,47136,0.7
Ola,Ola S1 Pro,Bike,4.0,3.19,79,180,95,62795,4,10374,2021,2025,143027,171,129,8.13,7.66,68403,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,31.67,81,305,155,65796,3,23149,2020,2025,2336605,291,263,7.9,6.49,1001341,0.9
Ola,Ola S1 Pro,Bike,4.0,2.69,67,180,95,90555,2,7519,2019,2025,156969,185,147,7.83,6.7,49023,0.8
MG,MG ZS EV,Car,50.0,33.56,67,419,140,118630,0,25338,2017,2025,2503444,403,358,8.69,8.54,604298,0.6
Mahindra,Mahindra XUV400,Car,39.4,31.75,80,375,150,78592,3,25334,2020,2025,2162566,360,333,8.98,8.73,919666,0.8
MG,MG ZS EV,Car,50.0,34.25,68,419,140,101625,0,31510,2017,2025,2315630,426,411,8.58,7.75,570454,0.6
Ather,Ather 450X,Bike,3.7,2.44,65,150,90,103559,1,17576,2018,2025,165363,146,96,8.37,7.93,44566,0.7
TVS,TVS iQube,Bike,3.4,2.3,67,145,82,81702,2,13883,2019,2025,133593,148,145,8.47,8.08,41969,0.8
Tata,Tata Nexon EV,Car,40.0,38.82,97,312,120,31514,7,32522,2024,2025,1615794,292,250,7.5,6.29,1379952,1.1
Bajaj,Bajaj Chetak,Bike,3.0,2.52,84,120,70,107230,0,6120,2017,2025,129780,110,105,8.01,7.9,39205,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,26.82,68,305,155,119704,0,34185,2017,2025,2214122,294,294,8.7,8.26,547591,0.5
MG,MG ZS EV,Car,50.0,40.5,81,419,140,86200,3,25048,2020,2025,2398350,432,426,8.48,7.44,1025205,0.7
Tata,Tata Nexon EV,Car,40.0,32.38,80,312,120,61249,3,32799,2020,2025,1522679,303,267,8.84,7.59,650486,0.8
Ola,Ola S1 Pro,Bike,4.0,3.15,78,180,95,46101,5,5315,2022,2025,158019,192,167,8.74,7.32,84802,0.9
Mahindra,Mahindra XUV400,Car,39.4,29.8,75,375,150,76640,2,27228,2019,2025,1956515,395,392,8.55,8.11,687225,0.7
Ather,Ather 450X,Bike,3.7,2.84,76,150,90,87974,2,3000,2019,2025,154277,151,108,8.73,7.96,54993,0.9
Ola,Ola S1 Pro,Bike,4.0,3.56,89,180,95,69219,4,3676,2021,2025,135923,187,152,8.41,6.96,72546,1.0
TVS,TVS iQube,Bike,3.4,2.16,63,145,82,97409,0,9003,2017,2025,149565,130,123,8.25,8.2,34171,0.7
TVS,TVS iQube,Bike,3.4,2.31,67,145,82,92422,1,10634,2018,2025,149945,164,164,8.03,6.74,41633,0.6
Bajaj,Bajaj Chetak,Bike,3.0,2.47,82,120,70,63130,3,7363,2020,2025,137680,118,78,8.27,6.92,59821,0.9
Bajaj,Bajaj Chetak,Bike,3.0,3.23,107,120,70,37818,7,6688,2024,2025,120217,108,84,7.61,7.22,113901,1.2
MG,MG ZS EV,Car,50.0,45.87,91,419,140,34127,6,13981,2023,2025,2425121,417,409,8.45,8.28,1722889,1.1
Mahindra,Mahindra XUV400,Car,39.4,38.19,96,375,150,28290,7,29825,2024,2025,2043266,369,321,8.76,7.81,1742854,1.0
MG,MG ZS EV,Car,50.0,34.23,68,419,140,108052,0,16922,2017,2025,2340668,409,397,8.87,8.33,576286,0.6
Bajaj,Bajaj Chetak,Bike,3.0,2.18,72,120,70,56509,4,12591,2021,2025,129986,108,60,8.35,7.68,56645,0.9
Mahindra,Mahindra XUV400,Car,39.4,31.64,80,375,150,71365,3,31729,2020,2025,1904784,364,326,8.89,7.39,807233,0.9
TVS,TVS iQube,Bike,3.4,3.11,91,145,82,63320,4,14223,2021,2025,153325,139,92,8.56,8.45,84105,1.0
Ather,Ather 450X,Bike,3.7,2.82,76,150,90,45006,5,6458,2022,2025,163289,153,126,7.77,7.14,84811,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,34.5,88,305,155,53137,5,23371,2022,2025,2445851,296,267,8.9,8.27,1474458,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,32.79,84,305,155,50587,4,35971,2021,2025,2509779,319,313,8.37,7.01,1265444,1.0
Mahindra,Mahindra XUV400,Car,39.4,33.52,85,375,150,53916,4,17387,2021,2025,2157332,358,323,7.91,7.72,1100665,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,29.76,76,305,155,80633,2,23135,2019,2025,2421587,316,303,8.96,7.97,858152,0.8
Ola,Ola S1 Pro,Bike,4.0,4.14,103,180,95,27942,7,5239,2024,2025,156796,184,138,7.75,7.1,142809,1.2
Ather,Ather 450X,Bike,3.7,3.14,84,150,90,85403,2,14185,2019,2025,147735,158,148,8.7,7.57,58224,0.8
Ather,Ather 450X,Bike,3.7,2.22,60,150,90,107859,0,8910,2017,2025,163861,144,114,8.8,7.47,35358,0.7
Bajaj,Bajaj Chetak,Bike,3.0,2.63,87,120,70,45149,5,7417,2022,2025,133687,119,71,7.94,7.75,79867,1.1
TVS,TVS iQube,Bike,3.4,2.04,60,145,82,106870,0,4453,2017,2025,137217,133,113,8.92,7.67,29608,0.7
Bajaj,Bajaj Chetak,Bike,3.0,1.87,62,120,70,85973,2,3000,2019,2025,130127,119,75,8.06,7.91,37668,0.8
Ola,Ola S1 Pro,Bike,4.0,2.49,62,180,95,95007,1,8641,2018,2025,136806,186,168,7.74,6.32,34803,0.7
TVS,TVS iQube,Bike,3.4,2.87,84,145,82,89685,2,4297,2019,2025,150695,130,121,8.25,7.62,59074,0.8
Mahindra,Mahindra XUV400,Car,39.4,31.23,79,375,150,84824,3,32219,2020,2025,1868566,382,345,7.54,7.33,781623,0.8
MG,MG ZS EV,Car,50.0,41.88,83,419,140,49681,4,23354,2021,2025,2379005,431,423,8.26,7.38,1194985,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,35.41,90,305,155,35868,6,27244,2023,2025,2477032,325,310,7.52,6.08,1741639,1.1
Ola,Ola S1 Pro,Bike,4.0,3.17,79,180,95,102328,1,11895,2018,2025,136160,183,180,7.99,6.98,44098,0.7
Bajaj,Bajaj Chetak,Bike,3.0,2.15,71,120,70,103121,0,3000,2017,2025,139291,135,86,8.25,7.52,35900,0.8
Tata,Tata Nexon EV,Car,40.0,37.23,93,312,120,30337,6,20683,2023,2025,1538650,321,290,7.79,7.37,1109017,1.1
TVS,TVS iQube,Bike,3.4,2.74,80,145,82,73832,2,5306,2019,2025,136478,129,127,8.24,6.84,51077,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,33.94,87,305,155,46071,5,24544,2022,2025,2439826,318,289,7.8,6.54,1446951,1.1
Tata,Tata Nexon EV,Car,40.0,37.28,93,312,120,24792,6,22832,2023,2025,1466447,325,317,7.9,7.8,1058394,1.0
Ola,Ola S1 Pro,Bike,4.0,2.46,61,180,95,121546,0,3950,2017,2025,141036,160,131,8.36,7.32,31193,0.7
Ola,Ola S1 Pro,Bike,4.0,3.34,83,180,95,42435,5,9719,2022,2025,157754,194,167,7.82,7.43,89766,1.1
Bajaj,Bajaj Chetak,Bike,3.0,2.86,95,120,70,53138,5,3000,2022,2025,132126,116,85,7.83,7.09,85838,1.1
Mahindra,Mahindra XUV400,Car,39.4,33.1,84,375,150,69518,4,23523,2021,2025,1838356,356,355,8.44,8.16,926172,1.0
MG,MG ZS EV,Car,50.0,34.14,68,419,140,109699,0,15901,2017,2025,2322443,417,374,7.78,7.76,570295,0.7
Ola,Ola S1 Pro,Bike,4.0,3.7,92,180,95,44175,6,3000,2023,2025,143716,180,154,7.94,7.88,102946,1.1
Hyundai,Hyundai Kona Electric,Car,39.0,30.95,79,305,155,71628,3,28260,2020,2025,2268635,325,282,7.77,7.35,950110,0.9
MG,MG ZS EV,Car,50.0,37.8,75,419,140,82376,2,34841,2019,2025,2472268,406,369,8.0,6.8,867987,0.8
TVS,TVS iQube,Bike,3.4,2.92,85,145,82,31584,6,3130,2023,2025,147448,138,90,8.85,8.7,98063,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,28.12,72,305,155,92844,1,25525,2018,2025,2139580,289,284,8.42,8.01,630460,0.8
Mahindra,Mahindra XUV400,Car,39.4,32.77,83,375,150,60319,4,27374,2021,2025,1950177,361,336,8.76,7.35,972713,0.9
TVS,TVS iQube,Bike,3.4,2.11,62,145,82,85163,2,3000,2019,2025,148646,141,110,8.68,8.12,42840,0.7
Ather,Ather 450X,Bike,3.7,2.7,72,150,90,105049,0,11049,2017,2025,174399,163,154,8.46,7.2,45768,0.6
Bajaj,Bajaj Chetak,Bike,3.0,2.72,90,120,70,37834,6,13952,2023,2025,138117,133,100,7.66,6.4,96975,1.1
Bajaj,Bajaj Chetak,Bike,3.0,2.08,69,120,70,110805,0,3000,2017,2025,128541,116,99,8.14,7.84,32051,0.6
TVS,TVS iQube,Bike,3.4,2.38,70,145,82,104943,0,10611,2017,2025,149472,156,144,8.58,7.44,37628,0.7
TVS,TVS iQube,Bike,3.4,3.07,90,145,82,22960,7,10094,2024,2025,132755,139,95,8.25,7.28,105485,1.1
Ola,Ola S1 Pro,Bike,4.0,3.36,84,180,95,23202,7,13279,2024,2025,143726,182,160,8.68,8.44,106242,1.1
Tata,Tata Nexon EV,Car,40.0,35.48,88,312,120,51717,5,21646,2022,2025,1365151,325,323,8.07,7.24,825186,0.9
Mahindra,Mahindra XUV400,Car,39.4,30.22,76,375,150,91984,2,26691,2019,2025,2133962,371,369,7.6,6.63,760117,0.8
Ola,Ola S1 Pro,Bike,4.0,3.25,81,180,95,58690,4,15257,2021,2025,160176,174,135,8.34,7.04,78046,0.9
Mahindra,Mahindra XUV400,Car,39.4,33.57,85,375,150,54399,4,21124,2021,2025,2122628,360,350,8.29,7.78,1084575,1.0
Ather,Ather 450X,Bike,3.7,3.13,84,150,90,88741,1,3000,2018,2025,159280,169,167,8.5,8.06,55065,0.8
Tata,Tata Nexon EV,Car,40.0,30.03,75,312,120,79641,2,33072,2019,2025,1452738,307,276,8.34,6.93,506499,0.8
MG,MG ZS EV,Car,50.0,35.77,71,419,140,95229,1,35931,2018,2025,2683024,423,385,7.8,7.09,784426,0.7
MG,MG ZS EV,Car,50.0,35.91,71,419,140,89816,1,19798,2018,2025,2479740,400,385,8.57,8.03,727830,0.6
Mahindra,Mahindra XUV400,Car,39.4,31.98,81,375,150,77470,3,15941,2020,2025,2141072,386,363,8.48,7.81,917121,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,32.82,84,305,155,65131,4,26083,2021,2025,2182321,307,299,8.29,6.96,1101344,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,31.59,81,305,155,72515,3,34188,2020,2025,2225243,302,270,8.62,7.23,951208,0.9
Mahindra,Mahindra XUV400,Car,39.4,37.39,94,375,150,23918,7,31602,2024,2025,1912826,368,353,8.03,7.14,1597413,1.1
Mahindra,Mahindra XUV400,Car,39.4,29.77,75,375,150,89377,2,24033,2019,2025,1850241,368,368,7.93,7.63,649242,0.7
TVS,TVS iQube,Bike,3.4,2.72,80,145,82,75590,3,5314,2020,2025,140612,130,121,7.97,7.33,59364,0.8
Mahindra,Mahindra XUV400,Car,39.4,38.22,97,375,150,18496,7,27111,2024,2025,2001638,361,327,8.61,7.23,1708687,1.1
Ola,Ola S1 Pro,Bike,4.0,2.74,68,180,95,62964,3,19613,2020,2025,151226,166,137,8.62,8.59,54667,0.9
Tata,Tata Nexon EV,Car,40.0,35.15,87,312,120,43049,5,39976,2022,2025,1464812,317,284,8.77,7.59,877193,1.0
MG,MG ZS EV,Car,50.0,45.63,91,419,140,27944,6,29216,2023,2025,2491681,424,412,8.21,7.81,1760914,1.1
MG,MG ZS EV,Car,50.0,41.69,83,419,140,58880,4,33186,2021,2025,2435136,414,366,7.54,7.1,1217631,0.9
TVS,TVS iQube,Bike,3.4,3.01,88,145,82,80020,3,10298,2020,2025,138914,126,119,8.04,7.87,64900,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,32.54,83,305,155,51095,4,31792,2021,2025,2163927,289,276,7.75,7.58,1082745,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,37.47,96,305,155,11469,7,23739,2024,2025,2336989,316,280,8.34,7.58,1975870,1.2
Hyundai,Hyundai Kona Electric,Car,39.0,32.45,83,305,155,60545,4,25386,2021,2025,2255797,304,278,8.94,8.15,1125591,0.9
Ola,Ola S1 Pro,Bike,4.0,3.5,87,180,95,65343,4,3000,2021,2025,148323,196,188,8.86,7.63,77830,1.0
TVS,TVS iQube,Bike,3.4,2.29,67,145,82,71214,2,12451,2019,2025,151953,145,138,8.55,8.06,47529,0.7
Hyundai,Hyundai Kona Electric,Car,39.0,35.58,91,305,155,43866,6,30953,2023,2025,2362413,285,253,7.95,7.08,1669023,1.0
Bajaj,Bajaj Chetak,Bike,3.0,1.8,60,120,70,113022,0,9510,2017,2025,134359,119,78,8.54,7.3,28992,0.7
TVS,TVS iQube,Bike,3.4,2.52,74,145,82,45604,5,6444,2022,2025,147575,137,101,8.82,7.71,74538,1.0
Mahindra,Mahindra XUV400,Car,39.4,35.1,89,375,150,43331,5,21096,2022,2025,2092972,377,352,8.38,7.7,1270639,1.0
Tata,Tata Nexon EV,Car,40.0,35.2,88,312,120,47894,5,18459,2022,2025,1556381,309,262,8.27,7.14,933354,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,34.05,87,305,155,39302,5,29342,2022,2025,2211559,307,278,7.69,6.7,1315827,1.0
Tata,Tata Nexon EV,Car,40.0,35.03,87,312,120,52199,5,26955,2022,2025,1360424,305,274,8.9,8.32,811899,1.1
Tata,Tata Nexon EV,Car,40.0,36.61,91,312,120,28580,6,20424,2023,2025,1389884,310,299,8.07,7.56,985107,1.1
Bajaj,Bajaj Chetak,Bike,3.0,3.07,102,120,70,17307,7,13047,2024,2025,135403,112,82,8.7,7.96,121934,1.1
Ather,Ather 450X,Bike,3.7,3.61,97,150,90,15370,7,5976,2024,2025,149891,140,138,8.64,7.74,128695,1.1
Ola,Ola S1 Pro,Bike,4.0,3.7,92,180,95,28374,7,17139,2024,2025,139151,183,150,7.71,6.85,113268,1.1
TVS,TVS iQube,Bike,3.4,3.08,90,145,82,57564,4,14746,2021,2025,152713,148,99,8.75,7.98,82961,0.9
Ather,Ather 450X,Bike,3.7,3.56,96,150,90,49361,5,3837,2022,2025,154109,134,92,8.39,7.63,101047,1.0
Mahindra,Mahindra XUV400,Car,39.4,26.86,68,375,150,109282,0,16449,2017,2025,1809952,374,359,8.08,7.61,443749,0.6
TVS,TVS iQube,Bike,3.4,2.82,82,145,82,61934,4,3000,2021,2025,126999,140,127,8.28,7.35,63168,0.8
TVS,TVS iQube,Bike,3.4,3.57,105,145,82,22610,7,3000,2024,2025,130919,159,154,8.12,7.01,120969,1.1
Ather,Ather 450X,Bike,3.7,2.58,69,150,90,88877,2,5699,2019,2025,170729,130,90,7.63,7.56,55286,0.7
Mahindra,Mahindra XUV400,Car,39.4,37.37,94,375,150,25514,7,20216,2024,2025,2067665,369,326,8.86,7.53,1725797,1.1
Tata,Tata Nexon EV,Car,40.0,30.77,76,312,120,89694,2,27297,2019,2025,1561184,311,288,8.94,8.05,557721,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,31.43,80,305,155,59646,3,30781,2020,2025,2446682,303,265,8.94,7.48,1040568,1.0
Bajaj,Bajaj Chetak,Bike,3.0,1.8,60,120,70,96334,0,4477,2017,2025,125901,112,106,8.86,8.37,27167,0.6
Ather,Ather 450X,Bike,3.7,2.87,77,150,90,94507,2,5740,2019,2025,158381,153,103,8.86,8.4,57053,0.9
Tata,Tata Nexon EV,Car,40.0,27.31,68,312,120,113241,0,31769,2017,2025,1433107,328,280,7.57,7.18,351885,0.6
MG,MG ZS EV,Car,50.0,42.07,84,419,140,39676,4,29719,2021,2025,2654089,437,398,8.13,7.26,1339209,1.0
TVS,TVS iQube,Bike,3.4,2.99,87,145,82,57886,5,6013,2022,2025,144668,156,123,7.92,6.54,86698,1.0
Tata,Tata Nexon EV,Car,40.0,35.66,89,312,120,59187,5,23380,2022,2025,1528195,315,272,8.75,8.2,928427,1.0
Ather,Ather 450X,Bike,3.7,3.54,95,150,90,52778,5,15927,2022,2025,160241,158,149,8.12,7.28,104477,1.1
Ola,Ola S1 Pro,Bike,4.0,3.35,83,180,95,27462,6,14767,2023,2025,149183,179,155,7.55,6.14,96754,1.1
Tata,Tata Nexon EV,Car,40.0,32.0,80,312,120,46276,3,34777,2020,2025,1459041,309,299,7.97,7.02,615986,1.0
Tata,Tata Nexon EV,Car,40.0,30.71,76,312,120,86357,2,24982,2019,2025,1462157,326,298,8.75,7.25,521326,0.7
Hyundai,Hyundai Kona Electric,Car,39.0,31.36,80,305,155,73562,3,29273,2020,2025,2303538,303,264,7.73,7.29,977507,0.9
Ather,Ather 450X,Bike,3.7,3.73,100,150,90,29083,7,4167,2024,2025,152978,135,126,8.07,7.84,135712,1.2
Mahindra,Mahindra XUV400,Car,39.4,37.53,95,375,150,20467,7,25625,2024,2025,2175345,360,333,7.59,7.11,1823447,1.2
TVS,TVS iQube,Bike,3.4,3.08,90,145,82,70953,3,4513,2020,2025,148299,153,130,8.11,7.26,70896,0.9
TVS,TVS iQube,Bike,3.4,3.36,98,145,82,53744,5,5027,2022,2025,134761,155,148,8.34,8.16,90755,1.0
Ola,Ola S1 Pro,Bike,4.0,3.46,86,180,95,65686,4,4463,2021,2025,156620,189,153,8.48,8.15,81244,0.9
Mahindra,Mahindra XUV400,Car,39.4,38.21,96,375,150,27201,7,24086,2024,2025,1902603,361,326,8.05,7.79,1623721,1.1
Hyundai,Hyundai Kona Electric,Car,39.0,30.04,77,305,155,86638,2,25665,2019,2025,2191865,321,292,8.71,7.61,784052,0.9
Bajaj,Bajaj Chetak,Bike,3.0,2.86,95,120,70,35846,6,3000,2023,2025,125251,129,119,7.8,6.91,92467,1.1
MG,MG ZS EV,Car,50.0,41.82,83,419,140,52029,4,33426,2021,2025,2514933,436,421,7.62,6.2,1261453,1.0
Ather,Ather 450X,Bike,3.7,2.84,76,150,90,61654,4,10505,2021,2025,162823,156,134,7.67,7.56,74948,0.9
Bajaj,Bajaj Chetak,Bike,3.0,2.27,75,120,70,87724,2,3000,2019,2025,122668,105,86,8.95,7.74,43105,0.8
Tata,Tata Nexon EV,Car,40.0,33.73,84,312,120,64415,4,35758,2021,2025,1356238,296,258,8.7,8.43,685840,1.0
Ather,Ather 450X,Bike,3.7,2.63,71,150,90,97145,1,4098,2018,2025,144957,166,137,7.53,7.24,42108,0.7
TVS,TVS iQube,Bike,3.4,2.95,86,145,82,41975,6,14201,2023,2025,132786,157,150,7.88,7.69,89219,1.0
Tata,Tata Nexon EV,Car,40.0,38.28,95,312,120,30423,7,24135,2024,2025,1420329,295,280,8.39,7.12,1196144,1.2
MG,MG ZS EV,Car,50.0,39.55,79,419,140,80608,3,36614,2020,2025,2715761,436,387,8.81,7.82,1133656,0.8
TVS,TVS iQube,Bike,3.4,2.47,72,145,82,90359,1,12588,2018,2025,152111,149,112,7.73,6.44,45160,0.8
Bajaj,Bajaj Chetak,Bike,3.0,2.6,86,120,70,108113,1,3732,2018,2025,133134,119,78,7.81,6.39,47154,0.7
Mahindra,Mahindra XUV400,Car,39.4,33.26,84,375,150,64060,4,39057,2021,2025,1934067,378,374,8.91,8.73,979102,1.0
MG,MG ZS EV,Car,50.0,40.41,80,419,140,74006,3,23637,2020,2025,2441777,418,402,8.8,7.82,1041449,0.9
TVS,TVS iQube,Bike,3.4,2.39,70,145,82,93076,1,3000,2018,2025,136128,147,111,8.26,7.51,39106,0.8
Ola,Ola S1 Pro,Bike,4.0,3.51,87,180,95,85152,2,6525,2019,2025,157103,177,133,8.95,7.61,64021,0.8
MG,MG ZS EV,Car,50.0,33.94,67,419,140,108477,0,30037,2017,2025,2530647,437,407,8.87,8.35,617781,0.6
Bajaj,Bajaj Chetak,Bike,3.0,3.09,103,120,70,50556,6,8943,2023,2025,138356,106,91,8.09,7.69,110357,1.0
TVS,TVS iQube,Bike,3.4,2.76,81,145,82,108783,1,9217,2018,2025,137539,136,116,8.94,8.78,45628,0.8
TVS,TVS iQube,Bike,3.4,2.22,65,145,82,85645,2,14570,2019,2025,152989,150,139,8.67,8.01,46390,0.8
Tata,Tata Nexon EV,Car,40.0,28.74,71,312,120,102120,1,27345,2018,2025,1441992,314,313,8.79,7.66,423417,0.7
Mahindra,Mahindra XUV400,Car,39.4,34.88,88,375,150,51577,5,20288,2022,2025,2004839,364,355,8.37,7.62,1209505,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,37.31,95,305,155,31989,7,28465,2024,2025,2294020,303,283,8.81,8.01,1931258,1.0
Mahindra,Mahindra XUV400,Car,39.4,37.38,94,375,150,24077,7,28107,2024,2025,2093025,358,357,7.79,6.61,1747431,1.2
Bajaj,Bajaj Chetak,Bike,3.0,2.19,73,120,70,42941,5,11900,2022,2025,129362,126,89,8.37,7.54,64354,1.1
Tata,Tata Nexon EV,Car,40.0,37.92,94,312,120,29740,7,24038,2024,2025,1441426,306,275,8.42,7.01,1202495,1.2
Mahindra,Mahindra XUV400,Car,39.4,34.24,86,375,150,52897,5,26155,2022,2025,2022041,366,316,8.12,7.69,1197499,1.0
TVS,TVS iQube,Bike,3.4,3.75,110,145,82,13520,7,7519,2024,2025,137096,157,135,8.89,8.66,133063,1.3
Hyundai,Hyundai Kona Electric,Car,39.0,30.81,78,305,155,78216,3,33629,2020,2025,2453857,317,276,8.96,8.49,1023033,0.8
MG,MG ZS EV,Car,50.0,40.19,80,419,140,71451,3,24417,2020,2025,2328157,399,394,8.83,7.51,987583,0.9
Ola,Ola S1 Pro,Bike,4.0,3.07,76,180,95,105614,0,11348,2017,2025,142855,200,200,8.5,7.22,39430,0.8
Ather,Ather 450X,Bike,3.7,3.69,99,150,90,15701,7,7182,2024,2025,154200,163,121,8.23,7.7,135329,1.2
Hyundai,Hyundai Kona Electric,Car,39.0,29.74,76,305,155,87460,2,27002,2019,2025,2401590,301,295,8.84,8.52,850494,0.8
Ola,Ola S1 Pro,Bike,4.0,2.77,69,180,95,84121,2,7854,2019,2025,144599,172,170,8.85,8.7,46503,0.8
Tata,Tata Nexon EV,Car,40.0,38.43,96,312,120,24304,7,27419,2024,2025,1514513,327,326,8.84,7.36,1280460,1.1
MG,MG ZS EV,Car,50.0,41.92,83,419,140,64624,4,37851,2021,2025,2642191,427,416,8.31,8.13,1328452,0.9
Mahindra,Mahindra XUV400,Car,39.4,35.16,89,375,150,47740,5,22080,2022,2025,1804601,364,350,7.98,6.69,1097442,1.0
Tata,Tata Nexon EV,Car,40.0,37.91,94,312,120,36171,7,18508,2024,2025,1463758,302,285,8.03,6.64,1220803,1.2
Hyundai,Hyundai Kona Electric,Car,39.0,35.4,90,305,155,38329,6,27651,2023,2025,2222644,310,279,7.65,7.0,1562334,1.1
Ola,Ola S1 Pro,Bike,4.0,3.12,78,180,95,53020,5,8234,2022,2025,150821,171,147,8.68,8.43,80168,0.9
Ather,Ather 450X,Bike,3.7,3.14,84,150,90,23291,7,10151,2024,2025,171031,136,121,8.21,7.19,127727,1.0
Tata,Tata Nexon EV,Car,40.0,32.39,80,312,120,79425,3,25434,2020,2025,1597395,312,262,7.73,7.38,682616,0.9
Ola,Ola S1 Pro,Bike,4.0,2.9,72,180,95,102504,0,6224,2017,2025,142224,189,189,7.94,7.52,37082,0.7
Bajaj,Bajaj Chetak,Bike,3.0,2.72,90,120,70,34191,6,6190,2023,2025,142926,116,77,8.31,7.84,100351,1.2
Mahindra,Mahindra XUV400,Car,39.4,28.67,72,375,150,83526,1,23172,2018,2025,1905523,391,381,8.96,8.56,566662,0.8
MG,MG ZS EV,Car,50.0,46.02,92,419,140,40004,6,19516,2023,2025,2421324,435,390,8.76,7.5,1725817,1.1
MG,MG ZS EV,Car,50.0,34.17,68,419,140,115753,0,23881,2017,2025,2730742,407,393,8.28,7.71,671146,0.6
Hyundai,Hyundai Kona Electric,Car,39.0,37.24,95,305,155,22932,7,30542,2024,2025,2435925,287,263,8.88,7.64,2046876,1.1
Bajaj,Bajaj Chetak,Bike,3.0,1.8,60,120,70,93482,1,23109,2018,2025,129377,129,87,8.64,7.61,31723,0.8
Ola,Ola S1 Pro,Bike,4.0,3.57,89,180,95,59808,4,9612,2021,2025,161100,161,161,8.02,6.52,86225,1.0
Ather,Ather 450X,Bike,3.7,3.42,92,150,90,42506,5,3000,2022,2025,145159,170,146,8.01,7.13,91435,1.1
TVS,TVS iQube,Bike,3.4,2.9,85,145,82,64828,4,13230,2021,2025,138374,136,89,8.45,7.39,70778,0.8
Ather,Ather 450X,Bike,3.7,2.79,75,150,90,50226,4,11488,2021,2025,159173,149,144,7.7,7.37,71978,0.8
Tata,Tata Nexon EV,Car,40.0,31.93,79,312,120,72071,3,41359,2020,2025,1538098,319,307,8.91,8.8,647942,0.9
Tata,Tata Nexon EV,Car,40.0,26.75,66,312,120,113119,0,34097,2017,2025,1616868,295,263,8.27,7.67,388865,0.6
Ather,Ather 450X,Bike,3.7,2.73,73,150,90,77253,3,6791,2020,2025,151105,138,92,7.83,7.66,58837,0.8
Mahindra,Mahindra XUV400,Car,39.4,34.75,88,375,150,45003,5,28884,2022,2025,2088331,385,354,7.9,7.01,1255179,1.0
Mahindra,Mahindra XUV400,Car,39.4,38.22,97,375,150,24236,7,21867,2024,2025,2006259,395,364,8.05,8.05,1712632,1.1
Mahindra,Mahindra XUV400,Car,39.4,32.73,83,375,150,48390,4,32835,2021,2025,1881724,381,364,8.58,8.52,937424,0.9
Ola,Ola S1 Pro,Bike,4.0,2.68,67,180,95,96349,1,3000,2018,2025,158143,195,165,8.4,7.22,43301,0.7
Ola,Ola S1 Pro,Bike,4.0,2.57,64,180,95,113447,1,3000,2018,2025,140527,186,146,8.42,7.17,36898,0.7
MG,MG ZS EV,Car,50.0,44.25,88,419,140,50270,5,28648,2022,2025,2518323,423,417,8.48,7.75,1518807,1.0
Ather,Ather 450X,Bike,3.7,3.18,85,150,90,22518,7,5691,2024,2025,161398,139,120,8.51,7.96,122069,1.1
Tata,Tata Nexon EV,Car,40.0,38.08,95,312,120,34763,7,25073,2024,2025,1431663,326,288,8.46,7.94,1199389,1.1
Mahindra,Mahindra XUV400,Car,39.4,31.19,79,375,150,70309,3,21785,2020,2025,2094357,359,327,8.09,7.69,874949,0.9
Tata,Tata Nexon EV,Car,40.0,28.34,70,312,120,95589,1,23788,2018,2025,1551179,317,292,8.9,8.22,449138,0.7
Ather,Ather 450X,Bike,3.7,3.28,88,150,90,53848,4,12250,2021,2025,151083,166,158,7.53,6.58,80319,1.1
Ola,Ola S1 Pro,Bike,4.0,3.11,77,180,95,70853,4,12276,2021,2025,141377,193,154,8.84,7.56,65918,1.0
